UNNAMED:_0_LEVEL_0_PLAYER,PASSING_ATT,PASSING_CMP,PASSING_YDS,PASSING_TDS,PASSING_INTS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,MISC_FPTS,POSITION,SCRAPE_DATE,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,PLAYER,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,FANTASY_PTS
Corey Kiner SF,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Chris Collier LV,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Stetson Bennett IV LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Kendall Milton CIN,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Cody Schrader LAR,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
British Brooks HOU,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Jacob Saylors DET,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Blake Watson DEN,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Dante Miller NYG,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Jawhar Jordan HOU,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Sean Clifford GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Shane Buechele BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Owen Wright TB,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Brett Rypien MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Laquon Treadwell IND,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Trent Taylor SF,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Keith Kirkwood BAL,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Phillip Dorsett II LV,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Equanimeous St. Brown SF,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Kyle Allen DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Mike White BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Easton Stick ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Chris Oladokun KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Logan Woodside PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Teddy Bridgewater TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
John Wolford JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Sam Ehlinger DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Desmond Ridder CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Bailey Zappe KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Skylar Thompson PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QB,2025-08-14 15:04:24,,,,,,,,,,,,,,,,,0.0
Jonathon Brooks CAR,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Brady Russell SEA,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Zack Kuntz NYJ,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Tyler Mabry CAR,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Tyree Jackson WAS,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Stephen Carlson CHI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Josiah Deguara ARI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Dalton Keene HOU,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Albert Okwuegbunam Jr. LV,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Sean McKeon IND,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Shane Zylstra DET,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Ko Kieft TB,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Myles Gaskin BAL,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Cole Turner WAS,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
John FitzPatrick GB,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Nick Muse PHI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Jake Tonges SF,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Nikola Kalinic ATL,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Cameron Latu PHI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Justin Shorter LV,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Mason Kinsey TEN,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Nyheim Miller-Hines LAC,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Ben VanSumeren PHI,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Jaret Patterson LAC,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Deneric Prince NE,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Lew Nichols III PIT,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Evan Hull PIT,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Malik Davis DAL,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Brittain Brown CHI,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Keaontay Ingram KC,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Deon Jackson DET,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Kene Nwangwu NYJ,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Andrew Beck NYJ,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Demetric Felton Jr. WAS,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Jermar Jefferson TEN,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Jonathan Ward NYG,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Reggie Gilliam BUF,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Salvon Ahmed IND,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Ke'Shawn Vaughn SF,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
Jakob Johnson HOU,,,,,,0.0,0.0,0.0,0.0,0.0,RB,2025-08-14 15:04:27,0.0,0.0,0.0,,,,,,,,,,,,,,0.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Carolina Panthers,,,,83.0,34.7,11.2,7.8,11.9,1.7,0.0,442.4,6334.1,0.0
