UNNAMED:_0_LEVEL_0_PLAYER,PASSING_ATT,PASSING_CMP,PASSING_YDS,PASSING_TDS,PASSING_INTS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,MISC_FPTS,POSITION,SCRAPE_DATE,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,PLAYER,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN
Laquon Treadwell IND,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,
Trent Taylor SF,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,
Keith Kirkwood BAL,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,
Phillip Dorsett II LV,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,
Equanimeous St. Brown SF,,,,,,0.0,0.0,0.0,0.0,0.0,WR,2025-08-14 15:04:30,0.0,0.0,0.0,,,,,,,,,,,,,
Brock Bowers LV,,,,,,,,,0.5,149.7,TE,2025-08-14 15:04:33,106.0,1131.5,6.1,,,,,,,,,,,,,
George Kittle SF,,,,,,,,,0.5,147.6,TE,2025-08-14 15:04:33,76.1,1037.1,7.5,,,,,,,,,,,,,
Trey McBride ARI,,,,,,,,,0.5,139.4,TE,2025-08-14 15:04:33,104.4,1053.3,5.8,,,,,,,,,,,,,
Mark Andrews BAL,,,,,,,,,0.8,117.3,TE,2025-08-14 15:04:33,59.9,721.0,7.8,,,,,,,,,,,,,
Sam LaPorta DET,,,,,,,,,0.4,115.6,TE,2025-08-14 15:04:33,67.9,763.9,6.7,,,,,,,,,,,,,
Travis Kelce KC,,,,,,,,,0.9,106.9,TE,2025-08-14 15:04:33,81.0,769.0,5.3,,,,,,,,,,,,,
T.J. Hockenson MIN,,,,,,,,,0.5,106.6,TE,2025-08-14 15:04:33,76.3,799.2,4.6,,,,,,,,,,,,,
David Njoku CLE,,,,,,,,,0.8,100.4,TE,2025-08-14 15:04:33,76.5,731.5,4.8,,,,,,,,,,,,,
Tucker Kraft GB,,,,,,,,,0.8,92.5,TE,2025-08-14 15:04:33,55.2,652.9,4.8,,,,,,,,,,,,,
Tyler Warren IND,,,,,,,,,1.1,88.6,TE,2025-08-14 15:04:33,57.9,647.5,4.3,,,,,,,,,,,,,
Dallas Goedert PHI,,,,,,,,,0.5,85.8,TE,2025-08-14 15:04:33,57.2,633.4,3.9,,,,,,,,,,,,,
Zach Ertz WAS,,,,,,,,,0.1,84.2,TE,2025-08-14 15:04:33,58.1,539.5,5.1,,,,,,,,,,,,,
Dalton Kincaid BUF,,,,,,,,,0.5,83.6,TE,2025-08-14 15:04:33,57.1,603.2,4.0,,,,,,,,,,,,,
Evan Engram DEN,,,,,,,,,0.9,83.4,TE,2025-08-14 15:04:33,69.1,614.2,4.0,,,,,,,,,,,,,
Kyle Pitts Sr. ATL,,,,,,,,,0.1,83.1,TE,2025-08-14 15:04:33,47.8,602.0,3.8,,,,,,,,,,,,,
Jake Ferguson DAL,,,,,,,,,1.2,82.6,TE,2025-08-14 15:04:33,67.8,622.2,3.8,,,,,,,,,,,,,
Hunter Henry NE,,,,,,,,,0.4,78.3,TE,2025-08-14 15:04:33,55.0,572.4,3.6,,,,,,,,,,,,,
Darren Waller MIA,,,,,,,,,0.1,77.9,TE,2025-08-14 15:04:33,52.6,579.4,3.4,,,,,,,,,,,,,
Isaiah Likely BAL,,,,,,,,,0.7,77.0,TE,2025-08-14 15:04:33,41.4,495.5,4.8,,,,,,,,,,,,,
Jonnu Smith PIT,,,,,,,,,0.9,76.7,TE,2025-08-14 15:04:33,52.2,544.5,4.0,,,,,,,,,,,,,
Colston Loveland CHI,,,,,,,,,0.8,76.5,TE,2025-08-14 15:04:33,52.8,554.1,3.8,,,,,,,,,,,,,
Cade Otton TB,,,,,,,,,0.5,76.0,TE,2025-08-14 15:04:33,52.3,532.3,4.0,,,,,,,,,,,,,
Brenton Strange JAC,,,,,,,,,0.5,73.6,TE,2025-08-14 15:04:33,55.3,548.8,3.3,,,,,,,,,,,,,
Mike Gesicki CIN,,,,,,,,,0.4,72.7,TE,2025-08-14 15:04:33,52.8,518.3,3.6,,,,,,,,,,,,,
Chig Okonkwo TEN,,,,,,,,,0.8,69.9,TE,2025-08-14 15:04:33,53.8,537.2,2.9,,,,,,,,,,,,,
Juwan Johnson NO,,,,,,,,,0.2,69.5,TE,2025-08-14 15:04:33,48.9,501.0,3.3,,,,,,,,,,,,,
Dalton Schultz HOU,,,,,,,,,0.4,68.9,TE,2025-08-14 15:04:33,49.9,510.2,3.1,,,,,,,,,,,,,
Pat Freiermuth PIT,,,,,,,,,0.9,68.7,TE,2025-08-14 15:04:33,51.2,493.6,3.5,,,,,,,,,,,,,
Tyler Higbee LAR,,,,,,,,,0.1,64.4,TE,2025-08-14 15:04:33,45.3,425.3,3.7,,,,,,,,,,,,,
Robbie Ouzts SEA,,,,,,,,,1.0,63.9,TE,2025-08-14 15:04:33,49.0,479.0,3.0,,,,,,,,,,,,,
Theo Johnson NYG,,,,,,,,,0.1,63.0,TE,2025-08-14 15:04:33,43.1,470.1,2.7,,,,,,,,,,,,,
Elijah Arroyo SEA,,,,,,,,,0.4,60.1,TE,2025-08-14 15:04:33,41.1,436.0,2.9,,,,,,,,,,,,,
Mason Taylor NYJ,,,,,,,,,0.5,59.4,TE,2025-08-14 15:04:33,44.5,449.6,2.6,,,,,,,,,,,,,
Will Dissly LAC,,,,,,,,,0.0,52.0,TE,2025-08-14 15:04:33,37.8,370.5,2.5,,,,,,,,,,,,,
Noah Fant CIN,,,,,,,,,0.1,51.6,TE,2025-08-14 15:04:33,36.2,370.6,2.4,,,,,,,,,,,,,
Ja'Tavion Sanders CAR,,,,,,,,,0.1,51.1,TE,2025-08-14 15:04:33,38.5,388.4,2.1,,,,,,,,,,,,,
Tyler Conklin LAC,,,,,,,,,0.1,49.9,TE,2025-08-14 15:04:33,36.4,352.8,2.5,,,,,,,,,,,,,
AJ Barner SEA,,,,,,,,,0.1,44.3,TE,2025-08-14 15:04:33,32.4,302.7,2.4,,,,,,,,,,,,,
Noah Gray KC,,,,,,,,,0.0,44.0,TE,2025-08-14 15:04:33,28.2,286.0,2.6,,,,,,,,,,,,,
Cole Kmet CHI,,,,,,,,,0.4,41.7,TE,2025-08-14 15:04:33,30.0,288.7,2.3,,,,,,,,,,,,,
Foster Moreau NO,,,,,,,,,0.1,37.2,TE,2025-08-14 15:04:33,23.0,259.9,1.9,,,,,,,,,,,,,
Austin Hooper NE,,,,,,,,,0.4,35.6,TE,2025-08-14 15:04:33,26.6,263.0,1.7,,,,,,,,,,,,,
Dawson Knox BUF,,,,,,,,,0.0,35.3,TE,2025-08-14 15:04:33,21.9,238.0,1.9,,,,,,,,,,,,,
Michael Mayer LV,,,,,,,,,0.1,35.2,TE,2025-08-14 15:04:33,27.7,257.3,1.6,,,,,,,,,,,,,
Terrance Ferguson LAR,,,,,,,,,0.4,34.1,TE,2025-08-14 15:04:33,23.0,235.5,1.9,,,,,,,,,,,,,
Harold Fannin Jr. CLE,,,,,,,,,0.4,30.0,TE,2025-08-14 15:04:33,23.7,234.3,1.2,,,,,,,,,,,,,
Josh Oliver MIN,,,,,,,,,0.1,28.4,TE,2025-08-14 15:04:33,18.2,192.7,1.5,,,,,,,,,,,,,
Tommy Tremble CAR,,,,,,,,,0.4,27.8,TE,2025-08-14 15:04:33,19.2,183.4,1.7,,,,,,,,,,,,,
Luke Musgrave GB,,,,,,,,,0.0,27.1,TE,2025-08-14 15:04:33,19.1,186.4,1.4,,,,,,,,,,,,,
Brock Wright DET,,,,,,,,,0.0,26.4,TE,2025-08-14 15:04:33,15.0,134.8,2.2,,,,,,,,,,,,,
Ben Sinnott WAS,,,,,,,,,0.1,26.4,TE,2025-08-14 15:04:33,17.9,177.0,1.5,,,,,,,,,,,,,
Cade Stover HOU,,,,,,,,,0.1,25.6,TE,2025-08-14 15:04:33,18.5,180.3,1.3,,,,,,,,,,,,,
Oronde Gadsden II LAC,,,,,,,,,0.0,25.1,TE,2025-08-14 15:04:33,16.5,168.9,1.4,,,,,,,,,,,,,
Taysom Hill NO,,,,,,,,,0.3,24.8,TE,2025-08-14 15:04:33,12.3,104.7,0.7,,,,,,,,,,,,,
Jeremy Ruckert NYJ,,,,,,,,,0.0,23.4,TE,2025-08-14 15:04:33,18.7,161.3,1.2,,,,,,,,,,,,,
Adam Trautman DEN,,,,,,,,,0.0,21.8,TE,2025-08-14 15:04:33,12.6,136.7,1.4,,,,,,,,,,,,,
Gunnar Helm TEN,,,,,,,,,0.4,20.9,TE,2025-08-14 15:04:33,16.4,163.3,0.9,,,,,,,,,,,,,
Luke Schoonmaker DAL,,,,,,,,,0.0,20.1,TE,2025-08-14 15:04:33,14.9,132.5,1.2,,,,,,,,,,,,,
Josh Whyle TEN,,,,,,,,,0.0,19.5,TE,2025-08-14 15:04:33,16.7,152.9,0.7,,,,,,,,,,,,,
Charlie Woerner ATL,,,,,,,,,0.0,19.2,TE,2025-08-14 15:04:33,14.0,130.9,1.0,,,,,,,,,,,,,
Daniel Bellinger NYG,,,,,,,,,0.0,18.9,TE,2025-08-14 15:04:33,14.9,139.8,0.8,,,,,,,,,,,,,
Julian Hill MIA,,,,,,,,,0.4,18.2,TE,2025-08-14 15:04:33,14.7,133.4,0.9,,,,,,,,,,,,,
Jake Briningstool KC,,,,,,,,,0.0,18.1,TE,2025-08-14 15:04:33,12.0,121.0,1.0,,,,,,,,,,,,,
Jelani Woods IND,,,,,,,,,0.0,17.7,TE,2025-08-14 15:04:33,7.0,117.0,1.0,,,,,,,,,,,,,
Payne Durham TB,,,,,,,,,0.0,17.6,TE,2025-08-14 15:04:33,10.8,104.6,1.2,,,,,,,,,,,,,
Elijah Higgins ARI,,,,,,,,,0.0,17.4,TE,2025-08-14 15:04:33,11.4,110.3,1.1,,,,,,,,,,,,,
Keleki Latu BUF,,,,,,,,,0.0,17.1,TE,2025-08-14 15:04:33,10.0,111.0,1.0,,,,,,,,,,,,,
Darnell Washington PIT,,,,,,,,,0.0,16.6,TE,2025-08-14 15:04:33,12.3,123.3,0.7,,,,,,,,,,,,,
Johnny Mundt JAC,,,,,,,,,0.0,16.6,TE,2025-08-14 15:04:33,13.4,115.6,0.8,,,,,,,,,,,,,
Nate Adkins DEN,,,,,,,,,0.0,16.5,TE,2025-08-14 15:04:33,8.5,69.8,1.6,,,,,,,,,,,,,
Grant Calcaterra PHI,,,,,,,,,0.0,16.0,TE,2025-08-14 15:04:33,10.4,109.2,0.9,,,,,,,,,,,,,
Colby Parkinson LAR,,,,,,,,,0.0,15.8,TE,2025-08-14 15:04:33,10.6,106.9,0.9,,,,,,,,,,,,,
Connor Heyward PIT,,,,,,,,,0.0,15.7,TE,2025-08-14 15:04:33,10.2,87.7,1.2,,,,,,,,,,,,,
Drew Ogletree IND,,,,,,,,,0.0,13.7,TE,2025-08-14 15:04:33,6.9,86.9,0.8,,,,,,,,,,,,,
Drew Sample CIN,,,,,,,,,0.0,12.8,TE,2025-08-14 15:04:33,10.4,82.5,0.8,,,,,,,,,,,,,
Pharaoh Brown MIA,,,,,,,,,0.0,12.1,TE,2025-08-14 15:04:33,10.1,93.4,0.5,,,,,,,,,,,,,
Teagan Quitoriano ATL,,,,,,,,,0.0,12.0,TE,2025-08-14 15:04:33,5.5,89.5,0.5,,,,,,,,,,,,,
Lawrence Cager WAS,,,,,,,,,0.0,11.7,TE,2025-08-14 15:04:33,5.5,57.0,1.0,,,,,,,,,,,,,
Gavin Bartholomew MIN,,,,,,,,,0.0,11.0,TE,2025-08-14 15:04:33,7.0,75.0,0.6,,,,,,,,,,,,,
Brevyn Spann-Ford DAL,,,,,,,,,0.0,10.7,TE,2025-08-14 15:04:33,7.3,69.7,0.6,,,,,,,,,,,,,
Lucas Krull DEN,,,,,,,,,0.0,10.3,TE,2025-08-14 15:04:33,8.3,79.8,0.4,,,,,,,,,,,,,
Quintin Morris JAC,,,,,,,,,0.0,10.1,TE,2025-08-14 15:04:33,7.9,70.6,0.5,,,,,,,,,,,,,
Devin Culp TB,,,,,,,,,0.0,10.1,TE,2025-08-14 15:04:33,6.1,65.6,0.6,,,,,,,,,,,,,
Charlie Kolar BAL,,,,,,,,,0.0,9.9,TE,2025-08-14 15:04:33,5.7,71.7,0.4,,,,,,,,,,,,,
Tanner McLachlan CIN,,,,,,,,,0.0,9.9,TE,2025-08-14 15:04:33,7.0,68.5,0.5,,,,,,,,,,,,,
Hunter Long JAC,,,,,,,,,0.0,9.8,TE,2025-08-14 15:04:33,8.4,76.2,0.4,,,,,,,,,,,,,
Giovanni Ricci MIN,,,,,,,,,0.0,9.6,TE,2025-08-14 15:04:33,8.0,96.0,0.0,,,,,,,,,,,,,
Jaheim Bell NE,,,,,,,,,0.0,9.4,TE,2025-08-14 15:04:33,6.4,64.2,0.5,,,,,,,,,,,,,
Brenden Bates CLE,,,,,,,,,0.0,9.4,TE,2025-08-14 15:04:33,6.5,61.4,0.5,,,,,,,,,,,,,
John Bates WAS,,,,,,,,,0.0,9.3,TE,2025-08-14 15:04:33,5.9,54.9,0.6,,,,,,,,,,,,,
Kenny Yeboah DET,,,,,,,,,0.0,9.2,TE,2025-08-14 15:04:33,6.0,61.5,0.5,,,,,,,,,,,,,
Luke Farrell SF,,,,,,,,,0.0,9.1,TE,2025-08-14 15:04:33,6.6,64.6,0.4,,,,,,,,,,,,,
Eric Saubert SEA,,,,,,,,,0.0,8.8,TE,2025-08-14 15:04:33,6.9,61.0,0.5,,,,,,,,,,,,,
Brayden Willis SF,,,,,,,,,0.0,8.5,TE,2025-08-14 15:04:33,4.5,54.5,0.5,,,,,,,,,,,,,
Ian Thomas LV,,,,,,,,,0.0,8.3,TE,2025-08-14 15:04:33,6.6,59.0,0.4,,,,,,,,,,,,,
Stone Smartt NYJ,,,,,,,,,0.3,8.2,TE,2025-08-14 15:04:33,5.5,66.7,0.4,,,,,,,,,,,,,
Mitchell Evans CAR,,,,,,,,,0.0,8.2,TE,2025-08-14 15:04:33,6.3,59.4,0.4,,,,,,,,,,,,,
Ben Sims GB,,,,,,,,,0.0,8.1,TE,2025-08-14 15:04:33,5.0,51.0,0.5,,,,,,,,,,,,,
Caleb Lohner DEN,,,,,,,,,0.0,8.1,TE,2025-08-14 15:04:33,5.5,51.0,0.5,,,,,,,,,,,,,
Cam Grandy CIN,,,,,,,,,0.0,8.1,TE,2025-08-14 15:04:33,6.2,54.0,0.4,,,,,,,,,,,,,
Thomas Fidone II NYG,,,,,,,,,0.0,8.1,TE,2025-08-14 15:04:33,5.5,50.5,0.5,,,,,,,,,,,,,
Jackson Hawes BUF,,,,,,,,,0.0,8.0,TE,2025-08-14 15:04:33,5.3,56.8,0.4,,,,,,,,,,,,,
Jared Wiley KC,,,,,,,,,0.0,7.7,TE,2025-08-14 15:04:33,5.4,53.4,0.4,,,,,,,,,,,,,
Ross Dwelley SF,,,,,,,,,0.0,7.7,TE,2025-08-14 15:04:33,4.0,56.7,0.3,,,,,,,,,,,,,
Durham Smythe CHI,,,,,,,,,0.0,6.6,TE,2025-08-14 15:04:33,5.4,45.6,0.3,,,,,,,,,,,,,
Chris Manhertz NYG,,,,,,,,,0.0,6.6,TE,2025-08-14 15:04:33,4.9,43.3,0.4,,,,,,,,,,,,,
Robert Tonyan KC,,,,,,,,,0.0,6.3,TE,2025-08-14 15:04:33,4.7,43.3,0.3,,,,,,,,,,,,,
Mo Alie-Cox IND,,,,,,,,,0.0,5.2,TE,2025-08-14 15:04:33,3.1,37.0,0.3,,,,,,,,,,,,,
Tre' McKitty HOU,,,,,,,,,0.0,5.1,TE,2025-08-14 15:04:33,4.1,40.2,0.2,,,,,,,,,,,,,
Davis Allen LAR,,,,,,,,,0.0,5.1,TE,2025-08-14 15:04:33,4.1,38.4,0.2,,,,,,,,,,,,,
Tip Reiman ARI,,,,,,,,,0.0,5.0,TE,2025-08-14 15:04:33,4.4,43.0,0.1,,,,,,,,,,,,,
Irv Smith Jr. HOU,,,,,,,,,0.0,5.0,TE,2025-08-14 15:04:33,4.0,33.8,0.3,,,,,,,,,,,,,
Will Mallory IND,,,,,,,,,0.0,4.9,TE,2025-08-14 15:04:33,2.9,31.3,0.3,,,,,,,,,,,,,
Dominique Dafney CAR,,,,,,,,,0.0,4.5,TE,2025-08-14 15:04:33,3.6,34.6,0.2,,,,,,,,,,,,,
Kylen Granson PHI,,,,,,,,,0.0,4.3,TE,2025-08-14 15:04:33,3.1,33.4,0.2,,,,,,,,,,,,,
Greg Dulcich NYG,,,,,,,,,0.0,3.8,TE,2025-08-14 15:04:33,3.0,31.0,0.1,,,,,,,,,,,,,
Tanner Hudson CIN,,,,,,,,,0.0,3.6,TE,2025-08-14 15:04:33,3.0,26.4,0.2,,,,,,,,,,,,,
Tucker Fisk LAC,,,,,,,,,0.0,3.2,TE,2025-08-14 15:04:33,2.6,25.7,0.1,,,,,,,,,,,,,
Erick All Jr. CIN,,,,,,,,,0.0,3.1,TE,2025-08-14 15:04:33,2.4,20.4,0.2,,,,,,,,,,,,,
Tanner Conner MIA,,,,,,,,,0.0,2.9,TE,2025-08-14 15:04:33,2.1,20.5,0.2,,,,,,,,,,,,,
Zach Davidson BUF,,,,,,,,,0.0,2.9,TE,2025-08-14 15:04:33,1.9,19.0,0.2,,,,,,,,,,,,,
Jack Stoll NO,,,,,,,,,0.0,2.6,TE,2025-08-14 15:04:33,2.5,23.7,0.0,,,,,,,,,,,,,
David Martin-Robinson TEN,,,,,,,,,0.0,2.6,TE,2025-08-14 15:04:33,1.9,18.6,0.1,,,,,,,,,,,,,
Feleipe Franks ATL,,,,,,,,,0.0,2.5,TE,2025-08-14 15:04:33,1.8,17.7,0.1,,,,,,,,,,,,,
Blake Whiteheart CLE,,,,,,,,,0.0,2.4,TE,2025-08-14 15:04:33,1.9,18.1,0.1,,,,,,,,,,,,,
James Mitchell CAR,,,,,,,,,0.0,2.3,TE,2025-08-14 15:04:33,1.8,17.4,0.1,,,,,,,,,,,,,
Nick Vannett MIN,,,,,,,,,0.0,1.0,TE,2025-08-14 15:04:33,1.0,10.0,0.0,,,,,,,,,,,,,
Harrison Bryant PHI,,,,,,,,,0.0,0.6,TE,2025-08-14 15:04:33,0.5,5.5,0.0,,,,,,,,,,,,,
Tyree Jackson WAS,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Stephen Carlson CHI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Josiah Deguara ARI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Dalton Keene HOU,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Albert Okwuegbunam Jr. LV,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Sean McKeon IND,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Shane Zylstra DET,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Tyler Mabry CAR,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Ko Kieft TB,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Cole Turner WAS,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
John FitzPatrick GB,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Nick Muse PHI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Jake Tonges SF,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Nikola Kalinic ATL,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Cameron Latu PHI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Justin Shorter LV,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Zack Kuntz NYJ,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Princeton Fant DAL,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Travis Vokolek ARI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Cole Fotheringham NE,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
John Stephens Jr. DAL,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Colson Yankoff WAS,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Thomas Odukoya TEN,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
E.J. Jenkins PHI,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Baylor Cupp BAL,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Jack Westover NE,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Luke Lachey HOU,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Moliki Matavao NO,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
Mitchell Wilcox MIA,,,,,,,,,0.0,0.0,TE,2025-08-14 15:04:33,0.0,0.0,0.0,,,,,,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Brandon Aubrey DAL,33.5,37.3,41.2,141.6,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Matt Gay WAS,29.9,35.3,47.3,137.1,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Chase McLaughlin TB,30.1,32.6,46.1,136.4,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jake Elliott PHI,29.3,34.2,46.2,134.1,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jason Sanders MIA,31.0,35.0,40.3,133.4,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Tyler Bass BUF,27.0,32.5,51.1,132.2,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Cameron Dicker LAC,31.2,34.3,37.6,131.2,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jake Bates DET,27.2,30.3,48.4,130.0,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Tyler Loop BAL,27.4,32.5,47.5,129.6,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Evan McPherson CIN,27.4,33.6,47.2,129.5,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Ka'imi Fairbairn HOU,30.7,34.7,36.5,128.4,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Harrison Butker KC,28.7,33.3,42.3,128.3,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Brandon McManus GB,27.7,32.3,44.3,127.3,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Younghoe Koo ATL,28.0,34.4,42.2,126.2,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Chris Boswell PIT,30.2,33.7,35.4,126.0,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Wil Lutz DEN,28.4,32.3,39.6,124.7,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Joshua Karty LAR,28.7,33.6,38.6,124.6,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jake Moody SF,27.7,34.7,40.8,124.0,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Will Reichard MIN,28.0,33.4,40.0,124.0,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Chad Ryland ARI,28.1,33.3,38.9,123.1,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Daniel Carlson LV,29.6,34.1,32.6,121.3,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Cam Little JAC,27.3,30.7,36.3,118.4,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jason Myers SEA,27.4,31.1,34.1,116.2,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Cairo Santos CHI,26.3,30.7,36.9,116.0,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Ryan Fitzgerald CAR,27.6,33.2,32.8,115.5,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Spencer Shrader IND,26.1,31.1,35.5,113.9,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Nick Folk NYJ,26.2,29.5,33.1,111.8,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Blake Grupe NO,26.8,31.5,30.5,111.0,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Joey Slye TEN,25.8,31.8,31.8,109.3,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Andy Borregales NE,24.5,29.1,31.6,105.1,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Graham Gano NYG,24.3,28.8,30.5,103.5,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Dustin Hopkins CLE,22.9,29.2,24.6,93.2,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Matthew Wright CAR,15.3,17.7,19.5,65.5,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Harrison Mevis NYJ,0.0,0.0,0.0,0.0,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Parker Romo NE,0.0,0.0,0.0,0.0,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Jude McAtamney NYG,0.0,0.0,0.0,0.0,,,,,,,,
,,,,,,,,,,,K,2025-08-14 15:04:36,,,,Caden Davis BUF,0.0,0.0,0.0,0.0,,,,,,,,
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Denver Broncos,,,,116.3,52.4,12.5,11.1,15.7,2.6,0.5,341.3,5388.0
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Buffalo Bills,,,,116.3,45.4,14.0,12.8,21.2,2.7,0.5,344.6,5806.2
,,,,,,,,,,,DST,2025-08-14 15:04:39,,,,Philadelphia Eagles,,,,115.6,45.7,13.5,13.3,22.5,2.7,0.0,344.0,5510.1
